% _Annual_D-N__________________ L-OTI(^S^o^N^C) Change 1957-2020                  
%   i   j     lon     lat    array(i,j)
 131  42   81.00   -7.00        0.9948
 132  42   83.00   -7.00        0.9702
 133  42   85.00   -7.00        0.9514
 134  42   87.00   -7.00        0.9383
 135  42   89.00   -7.00        0.9233
 136  42   91.00   -7.00        0.8989
 137  42   93.00   -7.00        0.8678
 138  42   95.00   -7.00        0.8357
 139  42   97.00   -7.00        0.8088
 140  42   99.00   -7.00        0.7852
 141  42  101.00   -7.00        0.7626
 142  42  103.00   -7.00        0.7726
 143  42  105.00   -7.00        0.8494
 144  42  107.00   -7.00        0.8441
 145  42  109.00   -7.00        0.9068
 146  42  111.00   -7.00        0.7419
 147  42  113.00   -7.00        0.8242
 148  42  115.00   -7.00        0.8500
 149  42  117.00   -7.00        0.8438
 150  42  119.00   -7.00        0.8045
 151  42  121.00   -7.00        0.7669
 152  42  123.00   -7.00        0.8478
 153  42  125.00   -7.00        0.8448
 154  42  127.00   -7.00        0.7023
 155  42  129.00   -7.00        0.6788
 156  42  131.00   -7.00        0.7856
 157  42  133.00   -7.00        0.7112
 158  42  135.00   -7.00        0.6491
 159  42  137.00   -7.00        0.6550
 160  42  139.00   -7.00        0.7269
 161  42  141.00   -7.00        0.9336
 162  42  143.00   -7.00        0.9191
 163  42  145.00   -7.00        0.8388
 164  42  147.00   -7.00        0.9270
 165  42  149.00   -7.00        0.9617
 166  42  151.00   -7.00        0.9817
 167  42  153.00   -7.00        1.0028
 168  42  155.00   -7.00        1.0267
 169  42  157.00   -7.00        1.0498
 170  42  159.00   -7.00        1.0450
 171  42  161.00   -7.00        0.8954
 172  42  163.00   -7.00        1.0854
 173  42  165.00   -7.00        1.0965
 174  42  167.00   -7.00        1.1051
 175  42  169.00   -7.00        1.1065
 176  42  171.00   -7.00        1.0968
 177  42  173.00   -7.00        1.0758
 178  42  175.00   -7.00        1.0544
 179  42  177.00   -7.00        1.0457
 180  42  179.00   -7.00        1.0221
   1  43 -179.00   -5.00        0.9116
   2  43 -177.00   -5.00        0.8393
   3  43 -175.00   -5.00        0.7764
   4  43 -173.00   -5.00        0.7249
   5  43 -171.00   -5.00        0.6777
   6  43 -169.00   -5.00        0.6331
   7  43 -167.00   -5.00        0.5897
   8  43 -165.00   -5.00        0.5445
   9  43 -163.00   -5.00        0.5095
  10  43 -161.00   -5.00        0.4909
  11  43 -159.00   -5.00        0.4830
  12  43 -157.00   -5.00        0.4795
  13  43 -155.00   -5.00        0.4811
  14  43 -153.00   -5.00        0.4807
  15  43 -151.00   -5.00        0.4751
  16  43 -149.00   -5.00        0.4672
  17  43 -147.00   -5.00        0.4611
  18  43 -145.00   -5.00        0.4584
  19  43 -143.00   -5.00        0.4637
  20  43 -141.00   -5.00        0.4727
  21  43 -139.00   -5.00        0.4853
  22  43 -137.00   -5.00        0.4967
  23  43 -135.00   -5.00        0.4993
  24  43 -133.00   -5.00        0.4941
  25  43 -131.00   -5.00        0.4889
  26  43 -129.00   -5.00        0.4898
  27  43 -127.00   -5.00        0.4949
  28  43 -125.00   -5.00        0.5086
  29  43 -123.00   -5.00        0.5343
  30  43 -121.00   -5.00        0.5665
  31  43 -119.00   -5.00        0.5998
  32  43 -117.00   -5.00        0.6381
  33  43 -115.00   -5.00        0.6792
  34  43 -113.00   -5.00        0.7140
  35  43 -111.00   -5.00        0.7332
  36  43 -109.00   -5.00        0.7344
  37  43 -107.00   -5.00        0.7280
  38  43 -105.00   -5.00        0.7180
  39  43 -103.00   -5.00        0.7135
  40  43 -101.00   -5.00        0.7185
  41  43  -99.00   -5.00        0.7281
  42  43  -97.00   -5.00        0.7358
  43  43  -95.00   -5.00        0.7380
  44  43  -93.00   -5.00        0.7346
  45  43  -91.00   -5.00        0.7225
  46  43  -89.00   -5.00        0.6984
  47  43  -87.00   -5.00        0.6667
  48  43  -85.00   -5.00        0.6346
  49  43  -83.00   -5.00        0.6131
  50  43  -81.00   -5.00        0.6659
  51  43  -79.00   -5.00        0.8926
  52  43  -77.00   -5.00        1.1611
  53  43  -75.00   -5.00        1.1294
  54  43  -73.00   -5.00        1.0933
  55  43  -71.00   -5.00        1.0493
  56  43  -69.00   -5.00        1.0185
  57  43  -67.00   -5.00        1.0074
  58  43  -65.00   -5.00        1.0339
  59  43  -63.00   -5.00        1.0933
  60  43  -61.00   -5.00        1.1706
  61  43  -59.00   -5.00        1.2595
  62  43  -57.00   -5.00        1.3650
  63  43  -55.00   -5.00        1.4646
  64  43  -53.00   -5.00        1.5645
  65  43  -51.00   -5.00        1.6208
  66  43  -49.00   -5.00        1.6830
  67  43  -47.00   -5.00        1.7068
  68  43  -45.00   -5.00        1.6988
  69  43  -43.00   -5.00        1.6768
  70  43  -41.00   -5.00        1.6496
  71  43  -39.00   -5.00        1.5864
  72  43  -37.00   -5.00        1.3455
  73  43  -35.00   -5.00        1.3495
  74  43  -33.00   -5.00        1.0024
  75  43  -31.00   -5.00        0.7561
  76  43  -29.00   -5.00        0.6927
  77  43  -27.00   -5.00        0.6960
  78  43  -25.00   -5.00        0.6991
  79  43  -23.00   -5.00        0.7029
  80  43  -21.00   -5.00        0.7112
  81  43  -19.00   -5.00        0.7255
  82  43  -17.00   -5.00        0.7437
  83  43  -15.00   -5.00        0.7643
  84  43  -13.00   -5.00        0.7988
  85  43  -11.00   -5.00        0.8427
  86  43   -9.00   -5.00        0.8834
  87  43   -7.00   -5.00        0.9195
  88  43   -5.00   -5.00        0.9578
  89  43   -3.00   -5.00        1.0028
  90  43   -1.00   -5.00        1.0558
  91  43    1.00   -5.00        1.1250
  92  43    3.00   -5.00        1.1765
  93  43    5.00   -5.00        1.2076
  94  43    7.00   -5.00        1.2188
  95  43    9.00   -5.00        1.2087
  96  43   11.00   -5.00        1.1676
  97  43   13.00   -5.00        1.1197
  98  43   15.00   -5.00        1.1220
  99  43   17.00   -5.00        1.1256
 100  43   19.00   -5.00        1.1328
 101  43   21.00   -5.00        1.1294
 102  43   23.00   -5.00        1.1544
 103  43   25.00   -5.00        1.1727
 104  43   27.00   -5.00        1.1991
 105  43   29.00   -5.00        1.2242
 106  43   31.00   -5.00        1.2359
 107  43   33.00   -5.00        1.2483
 108  43   35.00   -5.00        1.2535
 109  43   37.00   -5.00        1.2533
 110  43   39.00   -5.00        1.2464
 111  43   41.00   -5.00        0.8453
 112  43   43.00   -5.00        0.7087
 113  43   45.00   -5.00        0.7090
 114  43   47.00   -5.00        0.7225
 115  43   49.00   -5.00        0.7551
 116  43   51.00   -5.00        0.8048
 117  43   53.00   -5.00        0.8621
 118  43   55.00   -5.00        0.9193
 119  43   57.00   -5.00        0.9605
 120  43   59.00   -5.00        0.9960
 121  43   61.00   -5.00        1.0296
 122  43   63.00   -5.00        1.0638
 123  43   65.00   -5.00        1.0924
 124  43   67.00   -5.00        1.1078
 125  43   69.00   -5.00        1.1089
 126  43   71.00   -5.00        1.1007
 127  43   73.00   -5.00        1.0938
 128  43   75.00   -5.00        1.0942
 129  43   77.00   -5.00        1.0920
 130  43   79.00   -5.00        1.0791
 131  43   81.00   -5.00        1.0549
 132  43   83.00   -5.00        1.0273
 133  43   85.00   -5.00        1.0054
 134  43   87.00   -5.00        0.9910
 135  43   89.00   -5.00        0.9770
 136  43   91.00   -5.00        0.9479
 137  43   93.00   -5.00        0.9091
 138  43   95.00   -5.00        0.8701
 139  43   97.00   -5.00        0.8331
 140  43   99.00   -5.00        0.7977
 141  43  101.00   -5.00        0.8039
 142  43  103.00   -5.00        0.8927
 143  43  105.00   -5.00        1.0223
 144  43  107.00   -5.00        0.9715
 145  43  109.00   -5.00        0.7772
 146  43  111.00   -5.00        0.8075
 147  43  113.00   -5.00        0.7739
 148  43  115.00   -5.00        0.7822
 149  43  117.00   -5.00        0.7865
 150  43  119.00   -5.00        0.7826
 151  43  121.00   -5.00        0.7889
 152  43  123.00   -5.00        0.7779
 153  43  125.00   -5.00        0.7233
 154  43  127.00   -5.00        0.7028
 155  43  129.00   -5.00        0.7576
 156  43  131.00   -5.00        0.7603
 157  43  133.00   -5.00        0.7651
 158  43  135.00   -5.00        0.7753
 159  43  137.00   -5.00        0.7786
 160  43  139.00   -5.00        0.8193
 161  43  141.00   -5.00        0.9543
 162  43  143.00   -5.00        0.9414
 163  43  145.00   -5.00        0.9472
 164  43  147.00   -5.00        1.0139
 165  43  149.00   -5.00        1.0329
 166  43  151.00   -5.00        0.9939
 167  43  153.00   -5.00        1.0154
 168  43  155.00   -5.00        1.0640
 169  43  157.00   -5.00        1.0676
 170  43  159.00   -5.00        1.0697
 171  43  161.00   -5.00        1.0748
 172  43  163.00   -5.00        1.0876
 173  43  165.00   -5.00        1.1093
 174  43  167.00   -5.00        1.1117
 175  43  169.00   -5.00        1.1084
 176  43  171.00   -5.00        1.0986
 177  43  173.00   -5.00        1.0812
 178  43  175.00   -5.00        1.0813
 179  43  177.00   -5.00        1.1097
 180  43  179.00   -5.00        0.9790
   1  44 -179.00   -3.00        0.8838
   2  44 -177.00   -3.00        0.8075
   3  44 -175.00   -3.00        0.7451
   4  44 -173.00   -3.00        0.6941
   5  44 -171.00   -3.00        0.6457
   6  44 -169.00   -3.00        0.5960
   7  44 -167.00   -3.00        0.5442
   8  44 -165.00   -3.00        0.4908
   9  44 -163.00   -3.00        0.4460
  10  44 -161.00   -3.00        0.4124
  11  44 -159.00   -3.00        0.3931
  12  44 -157.00   -3.00        0.3861
  13  44 -155.00   -3.00        0.3857
  14  44 -153.00   -3.00        0.3780
  15  44 -151.00   -3.00        0.3632
  16  44 -149.00   -3.00        0.3500
  17  44 -147.00   -3.00        0.3433
  18  44 -145.00   -3.00        0.3412
  19  44 -143.00   -3.00        0.3497
  20  44 -141.00   -3.00        0.3677
  21  44 -139.00   -3.00        0.3934
  22  44 -137.00   -3.00        0.4185
  23  44 -135.00   -3.00        0.4344
  24  44 -133.00   -3.00        0.4389
  25  44 -131.00   -3.00        0.4385
  26  44 -129.00   -3.00        0.4450
  27  44 -127.00   -3.00        0.4608
  28  44 -125.00   -3.00        0.4858
  29  44 -123.00   -3.00        0.5173
  30  44 -121.00   -3.00        0.5559
  31  44 -119.00   -3.00        0.5968
  32  44 -117.00   -3.00        0.6417
  33  44 -115.00   -3.00        0.6870
  34  44 -113.00   -3.00        0.7230
  35  44 -111.00   -3.00        0.7406
  36  44 -109.00   -3.00        0.7400
  37  44 -107.00   -3.00        0.7337
  38  44 -105.00   -3.00        0.7271
  39  44 -103.00   -3.00        0.7243
  40  44 -101.00   -3.00        0.7282
  41  44  -99.00   -3.00        0.7344
  42  44  -97.00   -3.00        0.7392
  43  44  -95.00   -3.00        0.7410
  44  44  -93.00   -3.00        0.7400
  45  44  -91.00   -3.00        0.7375
  46  44  -89.00   -3.00        0.7824
  47  44  -87.00   -3.00        0.7295
  48  44  -85.00   -3.00        0.6954
  49  44  -83.00   -3.00        0.6665
  50  44  -81.00   -3.00        0.9077
  51  44  -79.00   -3.00        1.1615
  52  44  -77.00   -3.00        1.1557
  53  44  -75.00   -3.00        1.1301
  54  44  -73.00   -3.00        1.0997
  55  44  -71.00   -3.00        1.0602
  56  44  -69.00   -3.00        1.0308
  57  44  -67.00   -3.00        1.0198
  58  44  -65.00   -3.00        1.0611
  59  44  -63.00   -3.00        1.1348
  60  44  -61.00   -3.00        1.2199
  61  44  -59.00   -3.00        1.3068
  62  44  -57.00   -3.00        1.3891
  63  44  -55.00   -3.00        1.4572
  64  44  -53.00   -3.00        1.5193
  65  44  -51.00   -3.00        1.5616
  66  44  -49.00   -3.00        1.5971
  67  44  -47.00   -3.00        1.6165
  68  44  -45.00   -3.00        1.5397
  69  44  -43.00   -3.00        1.4521
  70  44  -41.00   -3.00        1.4391
  71  44  -39.00   -3.00        1.3317
  72  44  -37.00   -3.00        0.6760
  73  44  -35.00   -3.00        0.6874
  74  44  -33.00   -3.00        1.3693
  75  44  -31.00   -3.00        0.9095
  76  44  -29.00   -3.00        0.7331
  77  44  -27.00   -3.00        0.7478
  78  44  -25.00   -3.00        0.7615
  79  44  -23.00   -3.00        0.7710
  80  44  -21.00   -3.00        0.7771
  81  44  -19.00   -3.00        0.7836
  82  44  -17.00   -3.00        0.7974
  83  44  -15.00   -3.00        0.8190
  84  44  -13.00   -3.00        0.8601
  85  44  -11.00   -3.00        0.9139
  86  44   -9.00   -3.00        0.9614
  87  44   -7.00   -3.00        0.9949
  88  44   -5.00   -3.00        1.0188
  89  44   -3.00   -3.00        1.0419
  90  44   -1.00   -3.00        1.0710
  91  44    1.00   -3.00        1.1150
  92  44    3.00   -3.00        1.1505
  93  44    5.00   -3.00        1.1753
  94  44    7.00   -3.00        1.1893
  95  44    9.00   -3.00        1.1621
  96  44   11.00   -3.00        1.1312
  97  44   13.00   -3.00        1.1340
  98  44   15.00   -3.00        1.1393
  99  44   17.00   -3.00        1.1480
 100  44   19.00   -3.00        1.1585
 101  44   21.00   -3.00        1.1753
 102  44   23.00   -3.00        1.2179
 103  44   25.00   -3.00        1.2496
 104  44   27.00   -3.00        1.2579
 105  44   29.00   -3.00        1.2595
 106  44   31.00   -3.00        1.2692
 107  44   33.00   -3.00        1.2785
 108  44   35.00   -3.00        1.2887
 109  44   37.00   -3.00        1.3009
 110  44   39.00   -3.00        1.3089
 111  44   41.00   -3.00        0.9343
 112  44   43.00   -3.00        0.7454
 113  44   45.00   -3.00        0.7084
 114  44   47.00   -3.00        0.7199
 115  44   49.00   -3.00        0.7506
 116  44   51.00   -3.00        0.8005
 117  44   53.00   -3.00        0.8617
 118  44   55.00   -3.00        0.9284
 119  44   57.00   -3.00        0.9824
 120  44   59.00   -3.00        1.0297
 121  44   61.00   -3.00        1.0686
 122  44   63.00   -3.00        1.0978
 123  44   65.00   -3.00        1.1159
 124  44   67.00   -3.00        1.1221
 125  44   69.00   -3.00        1.1184
 126  44   71.00   -3.00        1.1112
 127  44   73.00   -3.00        1.1080
 128  44   75.00   -3.00        1.1124
 129  44   77.00   -3.00        1.1130
 130  44   79.00   -3.00        1.1013
 131  44   81.00   -3.00        1.0765
 132  44   83.00   -3.00        1.0478
 133  44   85.00   -3.00        1.0263
 134  44   87.00   -3.00        1.0151
 135  44   89.00   -3.00        1.0068
 136  44   91.00   -3.00        0.9857
 137  44   93.00   -3.00        0.9565
 138  44   95.00   -3.00        0.9218
 139  44   97.00   -3.00        0.8803
 140  44   99.00   -3.00        0.8593
 141  44  101.00   -3.00        0.9495
 142  44  103.00   -3.00        1.0961
 143  44  105.00   -3.00        1.0423
 144  44  107.00   -3.00        0.8282
 145  44  109.00   -3.00        0.8149
 146  44  111.00   -3.00        0.9312
 147  44  113.00   -3.00        0.8351
 148  44  115.00   -3.00        0.8497
 149  44  117.00   -3.00        0.8441
 150  44  119.00   -3.00        0.8321
 151  44  121.00   -3.00        0.8786
 152  44  123.00   -3.00        0.8735
 153  44  125.00   -3.00        0.7365
 154  44  127.00   -3.00        0.7191
 155  44  129.00   -3.00        0.9251
 156  44  131.00   -3.00        0.9917
 157  44  133.00   -3.00        1.0114
 158  44  135.00   -3.00        1.0124
 159  44  137.00   -3.00        1.0012
 160  44  139.00   -3.00        0.9880
 161  44  141.00   -3.00        0.9853
 162  44  143.00   -3.00        0.9670
 163  44  145.00   -3.00        1.0265
 164  44  147.00   -3.00        1.0398
 165  44  149.00   -3.00        1.0577
 166  44  151.00   -3.00        0.9207
 167  44  153.00   -3.00        0.9504
 168  44  155.00   -3.00        1.0594
 169  44  157.00   -3.00        1.0469
 170  44  159.00   -3.00        1.0395
 171  44  161.00   -3.00        1.0387
 172  44  163.00   -3.00        1.0532
 173  44  165.00   -3.00        1.0713
 174  44  167.00   -3.00        1.0656
 175  44  169.00   -3.00        1.0474
 176  44  171.00   -3.00        1.0363
 177  44  173.00   -3.00        1.0276
 178  44  175.00   -3.00        1.0470
 179  44  177.00   -3.00        1.1165
 180  44  179.00   -3.00        0.9565
   1  45 -179.00   -1.00        0.8253
   2  45 -177.00   -1.00        0.7514
   3  45 -175.00   -1.00        0.6940
   4  45 -173.00   -1.00        0.6451
   5  45 -171.00   -1.00        0.5954
   6  45 -169.00   -1.00        0.5412
   7  45 -167.00   -1.00        0.4826
   8  45 -165.00   -1.00        0.4211
   9  45 -163.00   -1.00        0.3660
  10  45 -161.00   -1.00        0.3155
  11  45 -159.00   -1.00        0.2844
  12  45 -157.00   -1.00        0.2664
  13  45 -155.00   -1.00        0.2537
  14  45 -153.00   -1.00        0.2363
  15  45 -151.00   -1.00        0.2157
  16  45 -149.00   -1.00        0.2003
  17  45 -147.00   -1.00        0.1943
  18  45 -145.00   -1.00        0.1946
  19  45 -143.00   -1.00        0.2082
  20  45 -141.00   -1.00        0.2326
  21  45 -139.00   -1.00        0.2678
  22  45 -137.00   -1.00        0.3031
  23  45 -135.00   -1.00        0.3287
  24  45 -133.00   -1.00        0.3420
  25  45 -131.00   -1.00        0.3517
  26  45 -129.00   -1.00        0.3719
  27  45 -127.00   -1.00        0.4033
  28  45 -125.00   -1.00        0.4446
  29  45 -123.00   -1.00        0.4826
  30  45 -121.00   -1.00        0.5259
  31  45 -119.00   -1.00        0.5726
  32  45 -117.00   -1.00        0.6227
  33  45 -115.00   -1.00        0.6697
  34  45 -113.00   -1.00        0.7027
  35  45 -111.00   -1.00        0.7151
  36  45 -109.00   -1.00        0.7138
  37  45 -107.00   -1.00        0.7170
  38  45 -105.00   -1.00        0.7208
  39  45 -103.00   -1.00        0.7212
  40  45 -101.00   -1.00        0.7239
  41  45  -99.00   -1.00        0.7276
  42  45  -97.00   -1.00        0.7311
  43  45  -95.00   -1.00        0.7341
  44  45  -93.00   -1.00        0.7386
  45  45  -91.00   -1.00        0.7507
  46  45  -89.00   -1.00        1.0819
  47  45  -87.00   -1.00        0.8101
  48  45  -85.00   -1.00        0.7372
  49  45  -83.00   -1.00        0.6904
  50  45  -81.00   -1.00        0.9136
  51  45  -79.00   -1.00        1.1529
  52  45  -77.00   -1.00        1.1416
  53  45  -75.00   -1.00        1.1301
  54  45  -73.00   -1.00        1.1033
  55  45  -71.00   -1.00        1.0696
  56  45  -69.00   -1.00        1.0492
  57  45  -67.00   -1.00        1.0514
  58  45  -65.00   -1.00        1.0967
  59  45  -63.00   -1.00        1.1776
  60  45  -61.00   -1.00        1.2706
  61  45  -59.00   -1.00        1.3518
  62  45  -57.00   -1.00        1.4089
  63  45  -55.00   -1.00        1.4430
  64  45  -53.00   -1.00        1.4885
  65  45  -51.00   -1.00        1.5249
  66  45  -49.00   -1.00        1.5542
  67  45  -47.00   -1.00        1.5539
  68  45  -45.00   -1.00        1.0459
  69  45  -43.00   -1.00        0.5616
  70  45  -41.00   -1.00        0.6056
  71  45  -39.00   -1.00        0.6480
  72  45  -37.00   -1.00        0.6759
  73  45  -35.00   -1.00        0.6967
  74  45  -33.00   -1.00        0.7211
  75  45  -31.00   -1.00        0.7486
  76  45  -29.00   -1.00        0.7754
  77  45  -27.00   -1.00        0.8018
  78  45  -25.00   -1.00        0.8269
  79  45  -23.00   -1.00        0.8469
  80  45  -21.00   -1.00        0.8573
  81  45  -19.00   -1.00        0.8601
  82  45  -17.00   -1.00        0.8645
  83  45  -15.00   -1.00        0.8844
  84  45  -13.00   -1.00        0.9206
  85  45  -11.00   -1.00        0.9713
  86  45   -9.00   -1.00        1.0179
  87  45   -7.00   -1.00        1.0480
  88  45   -5.00   -1.00        1.0618
  89  45   -3.00   -1.00        1.0678
  90  45   -1.00   -1.00        1.0757
  91  45    1.00   -1.00        1.0969
  92  45    3.00   -1.00        1.1149
  93  45    5.00   -1.00        1.1290
  94  45    7.00   -1.00        1.1398
  95  45    9.00   -1.00        1.1456
  96  45   11.00   -1.00        1.1488
  97  45   13.00   -1.00        1.1532
  98  45   15.00   -1.00        1.1609
  99  45   17.00   -1.00        1.1758
 100  45   19.00   -1.00        1.1923
 101  45   21.00   -1.00        1.2146
 102  45   23.00   -1.00        1.2741
 103  45   25.00   -1.00        1.3351
 104  45   27.00   -1.00        1.3373
 105  45   29.00   -1.00        1.3152
 106  45   31.00   -1.00        1.3183
 107  45   33.00   -1.00        1.3218
 108  45   35.00   -1.00        1.3220
 109  45   37.00   -1.00        1.3386
 110  45   39.00   -1.00        1.3487
 111  45   41.00   -1.00        1.3568
 112  45   43.00   -1.00        0.9542
 113  45   45.00   -1.00        0.7147
 114  45   47.00   -1.00        0.7289
 115  45   49.00   -1.00        0.7599
 116  45   51.00   -1.00        0.8063
 117  45   53.00   -1.00        0.8648
 118  45   55.00   -1.00        0.9328
 119  45   57.00   -1.00        0.9940
 120  45   59.00   -1.00        1.0496
 121  45   61.00   -1.00        1.0908
 122  45   63.00   -1.00        1.1110
 123  45   65.00   -1.00        1.1139
 124  45   67.00   -1.00        1.1087
 125  45   69.00   -1.00        1.1022
 126  45   71.00   -1.00        1.0946
 127  45   73.00   -1.00        1.0912
 128  45   75.00   -1.00        1.0954
 129  45   77.00   -1.00        1.0965
 130  45   79.00   -1.00        1.0871
 131  45   81.00   -1.00        1.0660
 132  45   83.00   -1.00        1.0422
 133  45   85.00   -1.00        1.0276
 134  45   87.00   -1.00        1.0271
 135  45   89.00   -1.00        1.0310
 136  45   91.00   -1.00        1.0217
 137  45   93.00   -1.00        1.0019
 138  45   95.00   -1.00        0.9750
 139  45   97.00   -1.00        0.9365
 140  45   99.00   -1.00        1.0497
 141  45  101.00   -1.00        1.1724
 142  45  103.00   -1.00        1.1496
 143  45  105.00   -1.00        1.0888
 144  45  107.00   -1.00        0.8366
 145  45  109.00   -1.00        0.8241
 146  45  111.00   -1.00        0.9489
 147  45  113.00   -1.00        0.9264
 148  45  115.00   -1.00        0.8975
 149  45  117.00   -1.00        0.8584
 150  45  119.00   -1.00        0.8553
 151  45  121.00   -1.00        0.9062
 152  45  123.00   -1.00        0.9034
 153  45  125.00   -1.00        0.7566
 154  45  127.00   -1.00        0.7504
 155  45  129.00   -1.00        0.7658
 156  45  131.00   -1.00        0.9693
 157  45  133.00   -1.00        1.0469
 158  45  135.00   -1.00        1.0533
 159  45  137.00   -1.00        1.0243
 160  45  139.00   -1.00        0.9816
 161  45  141.00   -1.00        0.9999
 162  45  143.00   -1.00        1.0074
 163  45  145.00   -1.00        1.0214
 164  45  147.00   -1.00        1.0396
 165  45  149.00   -1.00        1.0549
 166  45  151.00   -1.00        1.0588
 167  45  153.00   -1.00        1.0460
 168  45  155.00   -1.00        1.0245
 169  45  157.00   -1.00        1.0063
 170  45  159.00   -1.00        0.9954
 171  45  161.00   -1.00        0.9885
 172  45  163.00   -1.00        0.9973
 173  45  165.00   -1.00        1.0053
 174  45  167.00   -1.00        0.9848
 175  45  169.00   -1.00        0.9321
 176  45  171.00   -1.00        0.9283
 177  45  173.00   -1.00        0.9521
 178  45  175.00   -1.00        0.9498
 179  45  177.00   -1.00        0.9362
 180  45  179.00   -1.00        0.8998
   1  46 -179.00    1.00        0.7565
   2  46 -177.00    1.00        0.6947
   3  46 -175.00    1.00        0.6399
   4  46 -173.00    1.00        0.5896
   5  46 -171.00    1.00        0.5390
   6  46 -169.00    1.00        0.4861
   7  46 -167.00    1.00        0.4289
   8  46 -165.00    1.00        0.3649
   9  46 -163.00    1.00        0.3023
  10  46 -161.00    1.00        0.2411
  11  46 -159.00    1.00        0.2026
  12  46 -157.00    1.00        0.1794
  13  46 -155.00    1.00        0.1630
  14  46 -153.00    1.00        0.1432
  15  46 -151.00    1.00        0.1209
  16  46 -149.00    1.00        0.1036
  17  46 -147.00    1.00        0.0957
  18  46 -145.00    1.00        0.0942
  19  46 -143.00    1.00        0.1017
  20  46 -141.00    1.00        0.1152
  21  46 -139.00    1.00        0.1434
  22  46 -137.00    1.00        0.1768
  23  46 -135.00    1.00        0.2030
  24  46 -133.00    1.00        0.2200
  25  46 -131.00    1.00        0.2367
  26  46 -129.00    1.00        0.2652
  27  46 -127.00    1.00        0.3078
  28  46 -125.00    1.00        0.3631
  29  46 -123.00    1.00        0.4069
  30  46 -121.00    1.00        0.4524
  31  46 -119.00    1.00        0.5029
  32  46 -117.00    1.00        0.5613
  33  46 -115.00    1.00        0.6148
  34  46 -113.00    1.00        0.6482
  35  46 -111.00    1.00        0.6610
  36  46 -109.00    1.00        0.6643
  37  46 -107.00    1.00        0.6819
  38  46 -105.00    1.00        0.7012
  39  46 -103.00    1.00        0.7091
  40  46 -101.00    1.00        0.7160
  41  46  -99.00    1.00        0.7273
  42  46  -97.00    1.00        0.7414
  43  46  -95.00    1.00        0.7534
  44  46  -93.00    1.00        0.7613
  45  46  -91.00    1.00        0.7721
  46  46  -89.00    1.00        0.7841
  47  46  -87.00    1.00        0.7707
  48  46  -85.00    1.00        0.7297
  49  46  -83.00    1.00        0.6776
  50  46  -81.00    1.00        0.6361
  51  46  -79.00    1.00        0.8127
  52  46  -77.00    1.00        1.1312
  53  46  -75.00    1.00        1.1099
  54  46  -73.00    1.00        1.0875
  55  46  -71.00    1.00        1.0626
  56  46  -69.00    1.00        1.0568
  57  46  -67.00    1.00        1.0670
  58  46  -65.00    1.00        1.1172
  59  46  -63.00    1.00        1.1978
  60  46  -61.00    1.00        1.2888
  61  46  -59.00    1.00        1.3728
  62  46  -57.00    1.00        1.4370
  63  46  -55.00    1.00        1.4599
  64  46  -53.00    1.00        1.4711
  65  46  -51.00    1.00        1.5031
  66  46  -49.00    1.00        0.7337
  67  46  -47.00    1.00        0.4825
  68  46  -45.00    1.00        0.5117
  69  46  -43.00    1.00        0.5598
  70  46  -41.00    1.00        0.6120
  71  46  -39.00    1.00        0.6592
  72  46  -37.00    1.00        0.6936
  73  46  -35.00    1.00        0.7230
  74  46  -33.00    1.00        0.7505
  75  46  -31.00    1.00        0.7832
  76  46  -29.00    1.00        0.8196
  77  46  -27.00    1.00        0.8593
  78  46  -25.00    1.00        0.8979
  79  46  -23.00    1.00        0.9311
  80  46  -21.00    1.00        0.9572
  81  46  -19.00    1.00        0.9693
  82  46  -17.00    1.00        0.9651
  83  46  -15.00    1.00        0.9675
  84  46  -13.00    1.00        0.9827
  85  46  -11.00    1.00        1.0065
  86  46   -9.00    1.00        1.0300
  87  46   -7.00    1.00        1.0488
  88  46   -5.00    1.00        1.0609
  89  46   -3.00    1.00        1.0624
  90  46   -1.00    1.00        1.0540
  91  46    1.00    1.00        1.0490
  92  46    3.00    1.00        1.0439
  93  46    5.00    1.00        1.0365
  94  46    7.00    1.00        1.1370
  95  46    9.00    1.00        1.1885
  96  46   11.00    1.00        1.1762
  97  46   13.00    1.00        1.1761
  98  46   15.00    1.00        1.1893
  99  46   17.00    1.00        1.2052
 100  46   19.00    1.00        1.2217
 101  46   21.00    1.00        1.2453
 102  46   23.00    1.00        1.3045
 103  46   25.00    1.00        1.3769
 104  46   27.00    1.00        1.3945
 105  46   29.00    1.00        1.3806
 106  46   31.00    1.00        1.3840
 107  46   33.00    1.00        1.3908
 108  46   35.00    1.00        1.3938
 109  46   37.00    1.00        1.4004
 110  46   39.00    1.00        1.4105
 111  46   41.00    1.00        1.4275
 112  46   43.00    1.00        1.4600
 113  46   45.00    1.00        1.0964
 114  46   47.00    1.00        0.7275
 115  46   49.00    1.00        0.7574
 116  46   51.00    1.00        0.8000
 117  46   53.00    1.00        0.8522
 118  46   55.00    1.00        0.9121
 119  46   57.00    1.00        0.9679
 120  46   59.00    1.00        1.0197
 121  46   61.00    1.00        1.0581
 122  46   63.00    1.00        1.0749
 123  46   65.00    1.00        1.0731
 124  46   67.00    1.00        1.0653
 125  46   69.00    1.00        1.0626
 126  46   71.00    1.00        1.0559
 127  46   73.00    1.00        1.0477
 128  46   75.00    1.00        1.0474
 129  46   77.00    1.00        1.0476
 130  46   79.00    1.00        1.0419
 131  46   81.00    1.00        1.0284
